,tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSE,Converged
15423,0.03,0.38000000000000006,0.1,5.0,0.025999999999999995,0.32000000000000006,0.4822037991728264,0.8907863920529244,1.012926897758853,0
15425,0.03,0.36000000000000004,0.1,3.5,0.029999999999999992,0.38,0.7433519944681708,0.7368335353728139,1.046659374643827,0
15426,0.03,0.44000000000000006,0.09,6.0,0.04,0.46,0.4494919165834343,1.033356863753595,1.1268848170689474,0
15427,0.03,0.4,0.09,6.25,0.09999999999999999,0.11,1.2458995460482454,0.7939870208007183,1.4773899512461914,0
15428,0.03,0.38,0.09,1.75,0.01,0.46,,,,1
15429,0.03,0.42000000000000004,0.09,4.5,0.08,0.31000000000000005,0.5095809352874539,0.22611239880127476,0.5574939878600512,0
15430,0.03,0.36,0.09,1.5,0.05,0.31000000000000005,,,,1
15431,0.03,0.42000000000000004,0.09,1.75,0.06999999999999999,0.21000000000000002,1.0860848825462888,0.6579220318991708,1.2698195825210443,0
15432,0.03,0.38,0.09,8.5,0.01,0.16000000000000003,0.7509847643704741,1.539423373734464,1.7128346212978578,0
15434,0.03,0.4600000000000001,0.09,8.0,0.060000000000000005,0.31000000000000005,0.31603481821071794,0.09005318618275886,0.32861464158364606,0
15435,0.03,0.44000000000000006,0.09,6.0,0.01,0.36000000000000004,3.1978529446703536,4.15671641732991,5.244478508854512,0
15436,0.03,0.38,0.09,2.5,0.08,0.21000000000000002,0.9483351389082014,0.6061950530426106,1.1255274221543299,0
15438,0.03,0.38,0.09,5.25,0.08,0.31000000000000005,0.1940692278034998,0.22118294842731442,0.2942528875903289,0
15439,0.03,0.36,0.09,5.75,0.06999999999999999,0.26,0.19523885600382918,0.2793349445558147,0.3408023212122887,0
15440,0.03,0.4600000000000001,0.09,7.0,0.05,0.26,0.22549529516931027,0.037179791329878635,0.22853985435111243,0
15442,0.03,0.44000000000000006,0.09,2.75,0.04,0.46,0.1271459260232213,0.5718586953522695,0.5858228861646686,0
15443,0.03,0.38,0.09,1.75,0.04,0.46,,,,1
15446,0.03,0.42000000000000004,0.09,5.5,0.03,0.36000000000000004,1.1091263240813445,0.9774072296770677,1.4783389649857694,0
15447,0.03,0.38,0.09,4.75,0.05,0.31000000000000005,0.19300912370066553,0.0790957719582195,0.2085873030013224,0
15449,0.03,0.34,0.1,4.0,0.03599999999999999,0.32000000000000006,0.2329313007267928,0.32066293342854574,0.3963353475698017,0
15451,0.03,0.38,0.09,3.25,0.02,0.11,0.6158925307794858,0.27036544150155983,0.6726225400834358,0
15452,0.03,0.38000000000000006,0.1,4.5,0.023999999999999997,0.32000000000000006,0.5189909363939668,0.9622160238783873,1.0932571832224198,0
15453,0.03,0.4600000000000001,0.09,5.25,0.060000000000000005,0.21000000000000002,0.23760728361490982,0.3105167892938051,0.3909960327934154,0
15455,0.03,0.4,0.09,2.75,0.02,0.31000000000000005,0.28725439380548284,0.8265286329180214,0.8750226670171972,0
15456,0.03,0.44000000000000006,0.09,9.25,0.060000000000000005,0.36000000000000004,0.49677963151967997,0.2616246754895264,0.5614601260266209,0
15457,0.03,0.44000000000000006,0.09,6.75,0.03,0.41000000000000003,1.365110572609261,1.338538386194683,1.9118608439858404,0
15458,0.03,0.36000000000000004,0.1,4.5,0.022,0.30000000000000004,0.5631692585610927,0.9600783056518531,1.1130633255891527,0
15459,0.03,0.36,0.09,5.0,0.01,0.31000000000000005,2.250179820235514,3.1695655887571306,3.887088273351721,0
15460,0.03,0.36000000000000004,0.1,4.0,0.029999999999999992,0.4,0.5674172853039807,0.9187432291269777,1.079838643839164,0
15462,0.03,0.36,0.09,4.75,0.05,0.21000000000000002,0.4991031031546577,0.27869750315829306,0.5716434254369376,0
15464,0.03,0.42000000000000004,0.09,10.0,0.02,0.26,1.2609871893854592,1.2478960718411878,1.7740725176584262,0
15468,0.03,0.42000000000000004,0.09,2.0,0.060000000000000005,0.46,0.3730184654024344,0.04004400881114028,0.37516169603632754,0
15471,0.03,0.4600000000000001,0.09,3.5,0.09,0.21000000000000002,0.9687282168611924,0.5455960018258321,1.1118045490783885,0
15472,0.03,0.44000000000000006,0.09,3.5,0.060000000000000005,0.21000000000000002,0.7573972222599076,0.39584711962658853,0.8546025359216357,0
15473,0.03,0.34,0.1,4.5,0.029999999999999992,0.32000000000000006,0.605733165828018,0.5907283918039943,0.8460926078552905,0
15474,0.03,0.36,0.09,3.5,0.08,0.11,1.2449542477653681,0.7977943169817228,1.4786435849241584,0
15475,0.03,0.38,0.09,1.75,0.09999999999999999,0.26,1.0084517799042578,0.6599976264224998,1.2052268912015693,0
15476,0.03,0.44000000000000006,0.09,5.5,0.09,0.31000000000000005,0.12147791858002685,0.24509951387140705,0.27355192633672987,0
15477,0.03,0.38000000000000006,0.1,5.0,0.03199999999999999,0.12000000000000001,0.6547925987889908,0.39413160419458887,0.7642598176365419,0
15478,0.03,0.42000000000000004,0.09,3.75,0.04,0.16000000000000003,0.7235646446103445,0.3606005149053451,0.8084420364380456,0
15479,0.03,0.34,0.1,3.0,0.03399999999999999,0.28,0.13221253101073696,0.07504871678894083,0.15202783708233084,0
15480,0.03,0.4,0.09,5.0,0.09,0.16000000000000003,0.9972246726084844,0.6507632021647097,1.1907769702806508,0
15481,0.03,0.42000000000000004,0.09,6.25,0.060000000000000005,0.36000000000000004,0.13383166879671946,0.18032869937052906,0.22456481333811285,0
15482,0.03,0.42000000000000004,0.09,2.0,0.09,0.31000000000000005,0.8315085231501669,0.4921770540499968,0.9662529050950921,0
15484,0.03,0.36,0.09,5.0,0.04,0.36000000000000004,0.22417907061422435,0.47982027474704875,0.5296071673984319,0
15485,0.03,0.38,0.09,7.25,0.02,0.16000000000000003,0.12172395816278576,0.3375197152142867,0.35879838370476086,0
15486,0.03,0.36,0.09,3.25,0.09,0.26,0.7221730905560383,0.4885274280597424,0.8718904866380448,0
15489,0.03,0.38000000000000006,0.1,5.0,0.03199999999999999,0.30000000000000004,0.22525186021413093,0.4974889585876924,0.5461077406946299,0
15490,0.03,0.4,0.09,5.25,0.04,0.41000000000000003,0.3322344263191268,0.7388481670817082,0.8101088371518972,0
15492,0.03,0.4,0.09,2.5,0.060000000000000005,0.41000000000000003,0.29657771893196516,0.01667021245615464,0.29704585395224936,0
15493,0.03,0.38,0.09,7.25,0.03,0.46,0.8807218191485193,1.5714691202608255,1.801440012505998,0
15494,0.03,0.42000000000000004,0.09,6.0,0.08,0.21000000000000002,0.7675247450974844,0.4511981941545572,0.8903224386396716,0
15495,0.03,0.44000000000000006,0.09,6.25,0.01,0.26,2.2392610850615915,2.8566545565748758,3.629705974685996,0
15496,0.03,0.42000000000000004,0.09,2.75,0.04,0.36000000000000004,0.18308594095387556,0.23246192546665922,0.29590371502675095,0
15499,0.03,0.4600000000000001,0.09,5.75,0.02,0.21000000000000002,0.8187044488601313,0.7291321366814567,1.0963168553502394,0
15500,0.03,0.44000000000000006,0.09,6.25,0.09999999999999999,0.41000000000000003,0.17493052396608327,0.051263988009778105,0.18228736840964901,0
15501,0.03,0.36,0.09,6.25,0.03,0.26,0.17492471305204962,0.44238413767524104,0.4757124977368248,0
15502,0.03,0.4600000000000001,0.09,4.5,0.02,0.31000000000000005,1.3499301799642693,1.3157438665953696,1.8850711958071233,0
15503,0.03,0.36,0.09,4.75,0.05,0.16000000000000003,0.7232310722545485,0.4567944372837014,0.8554088740525184,0
15504,0.03,0.4600000000000001,0.09,7.5,0.06999999999999999,0.41000000000000003,0.521599346971122,0.25909993898751377,0.5824076382947208,0
15505,0.03,0.36,0.09,4.25,0.04,0.1,0.9724716973921766,0.6198182745168136,1.153202452153923,0
15506,0.03,0.42000000000000004,0.09,9.0,0.09,0.16000000000000003,0.9669425197441363,0.608877743742535,1.1426766573769411,0
15507,0.03,0.42000000000000004,0.09,2.0,0.08,0.26,0.9239385568681822,0.5504137328107528,1.0754616376860338,0
15508,0.03,0.36,0.09,2.5,0.03,0.21000000000000002,0.4575875957949632,0.1736765180347266,0.48943839320396737,0
15509,0.03,0.44000000000000006,0.09,9.25,0.04,0.31000000000000005,0.6806196971941774,0.4953662111677244,0.8418021474048164,0
15510,0.03,0.36,0.09,7.75,0.01,0.11,0.3218353836375822,0.7308404965460428,0.7985648662148968,0
15511,0.03,0.34,0.1,3.5,0.03599999999999999,0.38,0.4989271054991497,0.48310189342760107,0.6944895219044653,0
15512,0.03,0.4600000000000001,0.09,2.25,0.04,0.21000000000000002,0.7677983822070199,0.3401848747984935,0.8397857493202558,0
15513,0.03,0.4600000000000001,0.09,7.0,0.08,0.41000000000000003,0.39948293643838423,0.13410912962956692,0.4213927801415612,0
15514,0.03,0.36,0.09,6.0,0.04,0.1,0.8883929067711656,0.5801786403772549,1.0610604184264536,0
15516,0.03,0.4,0.09,6.0,0.08,0.36000000000000004,0.26782053277071977,0.05882147814928391,0.27420394611540305,0
15517,0.03,0.4,0.09,3.0,0.08,0.11,1.1843635391328016,0.8005908221380426,1.429567297233272,0
15518,0.03,0.38000000000000006,0.1,3.0,0.03599999999999999,0.16000000000000003,0.6694817698953214,0.39572643649580297,0.7776922609643475,0
15520,0.03,0.44000000000000006,0.09,3.5,0.04,0.21000000000000002,0.5365766716836584,0.16989052376947544,0.5628297386082041,0
15521,0.03,0.4,0.09,3.75,0.06999999999999999,0.11,1.1917896687642657,0.7483517929089234,1.407264374779394,0
15522,0.03,0.38,0.09,5.5,0.01,0.21000000000000002,0.9479549895632631,2.0020286955818922,2.2151156990485212,0
15523,0.03,0.38,0.09,2.5,0.06999999999999999,0.41000000000000003,0.3682867255770746,0.12382474544021228,0.38854559554782864,0
15524,0.03,0.38,0.09,3.5,0.060000000000000005,0.31000000000000005,0.39094278583059483,0.14435130786845474,0.41674160084675943,0
15525,0.03,0.4,0.09,5.75,0.05,0.46,0.32045842309116085,0.6692691855113306,0.742034260398449,0
15526,0.03,0.44000000000000006,0.09,6.5,0.08,0.31000000000000005,0.026060597249393896,0.1561571680497997,0.1583168211603824,0
15527,0.03,0.4600000000000001,0.09,4.0,0.01,0.16000000000000003,0.3700554073377118,1.2000917719144093,1.2558508133996436,0
15528,0.03,0.4,0.09,2.5,0.01,0.11,0.28099719743051804,0.17265566761138584,0.3298020687050627,0
15529,0.03,0.38,0.09,8.75,0.06999999999999999,0.36000000000000004,0.27242741103519075,0.07545668680331347,0.2826842865577606,0
15530,0.03,0.36,0.09,9.5,0.04,0.26,0.3874990765251872,0.20972088536512823,0.4406113753254745,0
15531,0.03,0.34,0.1,5.0,0.023999999999999997,0.2,0.25992045231317346,0.25871625454668806,0.36673252091592773,0
15532,0.03,0.4600000000000001,0.09,1.5,0.02,0.46,,,,1
15534,0.03,0.4,0.09,4.0,0.02,0.46,1.02885758451526,2.133254438629704,2.368400816827234,0
15535,0.03,0.36,0.09,10.0,0.06999999999999999,0.36000000000000004,0.3093614732742779,0.08758932198047871,0.3215220217519038,0
15539,0.03,0.4600000000000001,0.09,2.25,0.01,0.16000000000000003,0.12785495138271954,0.5844505017464411,0.5982719094063704,0
15541,0.03,0.4,0.09,7.0,0.02,0.31000000000000005,0.7426110164048673,1.5084853236828875,1.6813682206621297,0
15542,0.03,0.4,0.09,1.5,0.03,0.26,,,,1
15543,0.03,0.34,0.1,4.0,0.023999999999999997,0.1,0.6972861705236958,0.4175415286930553,0.8127416144057926,0
15544,0.03,0.44000000000000006,0.09,7.25,0.09,0.16000000000000003,0.9965180286329232,0.6106388161657703,1.1687292009694894,0
15545,0.03,0.36,0.09,9.0,0.060000000000000005,0.16000000000000003,0.6796892186777791,0.47918923445405864,0.8316247689934906,0
15547,0.03,0.4600000000000001,0.09,6.0,0.09999999999999999,0.16000000000000003,1.1014903564991514,0.6470382074241573,1.2774738538722796,0
15549,0.03,0.4600000000000001,0.09,8.25,0.04,0.46,1.3081654843242272,1.1403625681773317,1.7354318544031742,0
15552,0.03,0.36,0.09,5.5,0.02,0.26,0.9299710705059048,0.9746261515020345,1.3471237237795068,0
15553,0.03,0.36,0.09,4.25,0.06999999999999999,0.11,1.156958388610645,0.7507023947832681,1.3791688796191255,0
15554,0.03,0.42000000000000004,0.09,3.0,0.09,0.46,0.3378859881305976,0.0619568049800289,0.34351941234568345,0
15555,0.03,0.4,0.09,5.0,0.08,0.11,1.1901692642937651,0.755963109075657,1.4099585454731978,0
15556,0.03,0.34,0.1,5.0,0.037999999999999985,0.30000000000000004,0.10992062293163622,0.26614903916790666,0.287954604748177,0
15557,0.03,0.42000000000000004,0.09,5.75,0.08,0.26,0.6177069842576861,0.3185670265161374,0.6950157327601,0
15558,0.03,0.38,0.09,1.5,0.060000000000000005,0.11,,,,1
15561,0.03,0.4600000000000001,0.09,7.0,0.02,0.11,0.09270690393296363,0.028197375025582432,0.09690026829255473,0
15564,0.03,0.4,0.09,3.5,0.060000000000000005,0.26,0.5444735178461273,0.27105093820165993,0.6082105085706241,0
15565,0.03,0.4,0.09,6.5,0.03,0.36000000000000004,0.49675912395244837,1.020196032244947,1.1347112282155039,0
15567,0.03,0.44000000000000006,0.09,9.5,0.01,0.36000000000000004,3.1732022765271894,4.566502731660923,5.560769720643358,0
15568,0.03,0.38,0.09,3.5,0.05,0.31000000000000005,0.29239629133766737,0.01960954571970842,0.29305311032533915,0
15570,0.03,0.38,0.09,7.75,0.04,0.36000000000000004,0.31401337172167754,0.6357817537357716,0.70910001833546,0
15572,0.03,0.44000000000000006,0.09,4.75,0.06999999999999999,0.31000000000000005,0.43566877237205437,0.12702158008910674,0.4538080662884985,0
15573,0.03,0.44000000000000006,0.09,5.5,0.03,0.21000000000000002,0.21960768253739626,0.20219509794585339,0.29851363764957045,0
15574,0.03,0.42000000000000004,0.09,7.5,0.01,0.46,3.422035550398833,5.715374158801854,6.661518526829558,0
15575,0.03,0.38000000000000006,0.1,3.0,0.022,0.14,0.475452230625624,0.1917809257547095,0.5126741139263957,0
15576,0.03,0.4,0.09,7.75,0.01,0.46,3.48145415473169,5.703485763732562,6.6820859683633635,0
15577,0.03,0.44000000000000006,0.09,8.0,0.09999999999999999,0.11,1.0529733280283937,0.7743263568795353,1.3070325690270785,0
15578,0.03,0.38,0.09,6.5,0.09,0.11,1.2042507778421367,0.7764449336183906,1.4328596131076687,0
15579,0.03,0.4600000000000001,0.09,2.75,0.08,0.11,1.118786526015975,0.7936594887975155,1.3717064827991547,0
15580,0.03,0.38,0.09,6.25,0.04,0.21000000000000002,0.317123621757484,0.06494119243592641,0.32370472648941007,0
15581,0.03,0.36,0.09,2.25,0.03,0.21000000000000002,0.5264886450934727,0.2381501934354314,0.5778458341510252,0
15584,0.03,0.38,0.09,6.75,0.03,0.41000000000000003,0.7017049504856735,1.2834220670925054,1.4627241844709142,0
15585,0.03,0.38,0.09,2.25,0.08,0.26,0.8388517751040726,0.5308090516686141,0.9926885462865919,0
15586,0.03,0.36,0.09,2.75,0.09999999999999999,0.26,0.8061440574699059,0.5570047321238245,0.9798584147734695,0
15587,0.03,0.36,0.09,3.75,0.05,0.31000000000000005,0.22571625057174038,0.008689297056340943,0.22588344263247367,0
15588,0.03,0.36000000000000004,0.1,4.5,0.025999999999999995,0.24000000000000002,0.1537677905035874,0.3780974788992912,0.4081693728666509,0
15589,0.03,0.44000000000000006,0.09,6.75,0.05,0.46,0.9525286346886642,0.7542817439789986,1.2150110078521306,0
