,tr,ts,ti,n,alpha,Ks,RMSETWT,RMSEVOL,RMSE,Converged
15062,0.03,0.36,0.09,4.25,0.060000000000000005,0.16000000000000003,0.8328759830262977,0.5493835735015505,0.997749825324643,0
15064,0.03,0.36,0.09,3.25,0.05,0.26,0.4381861485530723,0.2133095158840007,0.48734797665573815,0
15065,0.03,0.4600000000000001,0.09,3.0,0.08,0.31000000000000005,0.2513211914501312,0.3012905062117514,0.3923497297122134,0
15066,0.03,0.4,0.09,7.0,0.09999999999999999,0.21000000000000002,0.8105448096288963,0.5317954768282634,0.9694273142383311,0
15069,0.03,0.42000000000000004,0.09,1.75,0.060000000000000005,0.46,,,,1
15070,0.03,0.38000000000000006,0.1,5.0,0.023999999999999997,0.1,0.6033489885347997,0.3482878330490459,0.6966594696234064,0
15071,0.03,0.38000000000000006,0.1,3.5,0.025999999999999995,0.12000000000000001,0.633634942733057,0.3557899092980763,0.7266909248164984,0
15072,0.03,0.4600000000000001,0.09,6.75,0.09,0.41000000000000003,0.3136525857777438,0.04175560960318179,0.31641977735027604,0
15073,0.03,0.42000000000000004,0.09,2.75,0.06999999999999999,0.46,0.2630254237944042,0.058399553936652575,0.2694306616965224,0
15075,0.03,0.42000000000000004,0.09,4.75,0.060000000000000005,0.26,0.4935719760168027,0.18821650377070215,0.5282411833630524,0
15077,0.03,0.4,0.09,7.0,0.06999999999999999,0.21000000000000002,0.63795556688052,0.3817774593485932,0.7434657583107055,0
15078,0.03,0.4,0.09,6.5,0.09999999999999999,0.31000000000000005,0.4985234730042071,0.29900029023118596,0.5813147397877588,0
15079,0.03,0.4,0.09,8.25,0.04,0.31000000000000005,0.6103266385448723,0.44845298529128647,0.7573695833172533,0
15081,0.03,0.36,0.09,6.5,0.04,0.36000000000000004,0.694912190735025,0.5667931824013646,0.8967482726210396,0
15082,0.03,0.4600000000000001,0.09,8.75,0.06999999999999999,0.46,0.7263463672667773,0.4274028880049828,0.8427646610511406,0
15083,0.03,0.42000000000000004,0.09,2.0,0.01,0.31000000000000005,1.6925002091049657,1.5296220577101172,2.2812936236385015,0
15084,0.03,0.38000000000000006,0.1,4.0,0.03999999999999998,0.30000000000000004,0.10361210946061475,0.17037981624398268,0.19941101025322477,0
15085,0.03,0.42000000000000004,0.09,9.75,0.060000000000000005,0.16000000000000003,0.7491067258738782,0.44300369879005164,0.870294871805613,0
15086,0.03,0.36000000000000004,0.1,3.0,0.03399999999999999,0.1,0.9609635324445531,0.6275720698852046,1.147735864033321,0
15087,0.03,0.34,0.1,3.5,0.037999999999999985,0.4,0.38208829463772453,0.49514799381935615,0.62543025245226,0
15089,0.03,0.4,0.09,8.5,0.09999999999999999,0.21000000000000002,0.8032153845117459,0.5236801246387596,0.9588513059166257,0
15090,0.03,0.44000000000000006,0.09,9.75,0.09999999999999999,0.16000000000000003,1.0121338264951472,0.6327770745491655,1.193658958333874,0
15091,0.03,0.38,0.09,7.0,0.02,0.16000000000000003,0.46790470396388917,0.330905920668297,0.5730912146638335,0
15092,0.03,0.44000000000000006,0.09,5.5,0.04,0.36000000000000004,0.16776136031195754,0.5858584760702309,0.6094046504557146,0
15093,0.03,0.38000000000000006,0.1,3.0,0.023999999999999997,0.12000000000000001,0.6495293789438927,0.3598598072050652,0.7425547083905035,0
15094,0.03,0.36,0.09,4.75,0.02,0.46,2.0333447934632796,2.247591170698087,3.0308673873503977,0
15095,0.03,0.4600000000000001,0.09,7.0,0.02,0.26,1.2068441716469913,1.1776702322523624,1.6862324960015584,0
15098,0.03,0.4600000000000001,0.09,6.0,0.08,0.26,0.18702577917960136,0.2967150889602123,0.35073991232023155,0
15099,0.03,0.4,0.09,1.75,0.08,0.41000000000000003,0.6104749855073687,0.3567813868813788,0.7070874528339631,0
15101,0.03,0.42000000000000004,0.09,9.0,0.04,0.21000000000000002,0.3091779185293166,0.019917400056232222,0.3098187988665645,0
15103,0.03,0.44000000000000006,0.09,4.25,0.03,0.36000000000000004,1.2970998707611139,0.8643574696896726,1.5587116186571626,0
15104,0.03,0.42000000000000004,0.09,8.0,0.05,0.26,0.2657999008773703,0.030715699433134576,0.2675687603179537,0
15105,0.03,0.36,0.09,6.0,0.02,0.41000000000000003,1.1509122543207229,2.0933876035666845,2.3889057486456586,0
15108,0.03,0.42000000000000004,0.09,3.25,0.060000000000000005,0.46,0.11509339267660541,0.2586558048997419,0.2831065425703628,0
15110,0.03,0.38,0.09,5.5,0.04,0.21000000000000002,0.35754522596990557,0.08690696093140853,0.36795571536830923,0
15111,0.03,0.38,0.09,7.5,0.060000000000000005,0.26,0.07887770529655327,0.1384964455620914,0.1593830537610045,0
15113,0.03,0.4,0.09,9.75,0.02,0.31000000000000005,0.8626432977832645,1.6269837000617635,1.8415290981890708,0
15114,0.03,0.36,0.09,6.5,0.09,0.41000000000000003,0.20332995354479236,0.02617165244432737,0.2050073788920635,0
15115,0.03,0.4,0.09,7.5,0.05,0.46,0.41462631457954385,0.7322834577880344,0.8415188906327741,0
15116,0.03,0.38,0.09,3.5,0.06999999999999999,0.46,0.12117606059596442,0.13444924355185733,0.18099789157121002,0
15117,0.03,0.42000000000000004,0.09,7.25,0.09999999999999999,0.31000000000000005,0.1379126017911551,0.2748437640126964,0.30750443956058987,0
15119,0.03,0.34,0.1,5.0,0.027999999999999994,0.30000000000000004,0.5011335167735385,0.632268447009127,0.8067826167668386,0
15120,0.03,0.4,0.09,5.25,0.01,0.26,1.2099630675981534,2.644574108421493,2.9082267517999467,0
15121,0.03,0.42000000000000004,0.09,8.0,0.03,0.41000000000000003,0.7008678697453382,1.3833677315341715,1.5507811101155986,0
15124,0.03,0.44000000000000006,0.09,5.75,0.01,0.16000000000000003,0.5646005761360845,1.4114625219726284,1.520197441619519,0
15125,0.03,0.4,0.09,5.0,0.09999999999999999,0.36000000000000004,0.42002662735329166,0.2184138852614459,0.47342052443972155,0
15127,0.03,0.42000000000000004,0.09,8.5,0.03,0.36000000000000004,0.5492082855747907,1.1212191922486283,1.2485039919882785,0
15129,0.03,0.44000000000000006,0.09,3.25,0.03,0.46,0.42720236956493063,1.1175702609679625,1.1964385286181198,0
15130,0.03,0.44000000000000006,0.09,3.75,0.03,0.31000000000000005,0.8303670469623332,0.5550056084851754,0.9987695720890507,0
15131,0.03,0.36,0.09,8.75,0.08,0.21000000000000002,0.6257011106828599,0.4454850010943131,0.7680877333415531,0
15133,0.03,0.38,0.09,2.5,0.03,0.26,0.31128199765035314,0.03481889082571893,0.31322330248486907,0
15134,0.03,0.36,0.09,5.0,0.01,0.11,0.19577810345104843,0.576264484344356,0.6086130311680451,0
15135,0.03,0.4600000000000001,0.09,7.0,0.09,0.46,0.45362359549598974,0.17346851882978637,0.4856600595228202,0
15136,0.03,0.4600000000000001,0.09,6.0,0.02,0.31000000000000005,1.4196524927646432,1.4920898491489492,2.0595497853041085,0
15138,0.03,0.4,0.09,2.0,0.08,0.46,0.4381768097371681,0.19860290063759578,0.48108422207874285,0
15139,0.03,0.38000000000000006,0.1,3.5,0.027999999999999994,0.30000000000000004,0.18270737785437507,0.48643217447725096,0.5196135547588112,0
15141,0.03,0.36,0.09,6.25,0.08,0.36000000000000004,0.20190634655058715,0.07498887395251834,0.21538222766531243,0
15142,0.03,0.36000000000000004,0.1,4.5,0.023999999999999997,0.4,0.860297774709769,1.3932221847752784,1.6374310114690573,0
15143,0.03,0.4600000000000001,0.09,6.0,0.02,0.21000000000000002,0.8371578238202556,0.7380954060621159,1.1160726008792912,0
15144,0.03,0.4,0.09,3.25,0.03,0.21000000000000002,0.35068937278589585,0.012783659817647503,0.35092229644651873,0
15145,0.03,0.44000000000000006,0.09,5.5,0.04,0.21000000000000002,0.41039143815242946,0.05287484759631317,0.41378361738613173,0
15148,0.03,0.44000000000000006,0.09,1.75,0.060000000000000005,0.36000000000000004,,,,1
15149,0.03,0.34,0.1,3.0,0.027999999999999994,0.22000000000000003,0.14697646612344312,0.007923633951666398,0.14718989628753607,0
15151,0.03,0.42000000000000004,0.09,5.0,0.09999999999999999,0.36000000000000004,0.4630749294542362,0.20843209087933992,0.507821156311333,0
15152,0.03,0.44000000000000006,0.09,4.75,0.08,0.31000000000000005,0.5045800776219891,0.2047320065760768,0.5445330561588335,0
15153,0.03,0.42000000000000004,0.09,6.25,0.03,0.46,1.487907603898853,1.5492935092378934,2.148064108798127,0
15154,0.03,0.42000000000000004,0.09,7.25,0.02,0.41000000000000003,1.9135238573906506,2.309371577637518,2.9991283127607584,0
15155,0.03,0.42000000000000004,0.09,4.75,0.06999999999999999,0.16000000000000003,0.9463593782248666,0.5679968741257885,1.103728463785737,0
15156,0.03,0.42000000000000004,0.09,7.25,0.09999999999999999,0.16000000000000003,1.0336072888387497,0.648964964469064,1.2204505531355723,0
15157,0.03,0.4600000000000001,0.09,7.75,0.03,0.11,0.25953570431499184,0.30827338500104107,0.4029779916003838,0
15160,0.03,0.36,0.09,4.0,0.02,0.36000000000000004,0.7567938024744942,1.4457229208138975,1.6318246300477484,0
15161,0.03,0.34,0.1,5.0,0.03199999999999999,0.30000000000000004,0.5124166345874154,0.4595543913401329,0.6883030190271525,0
15162,0.03,0.4,0.09,7.25,0.03,0.26,0.20362158347367648,0.5148184739060943,0.5536242501293881,0
15163,0.03,0.36000000000000004,0.1,3.5,0.03399999999999999,0.28,0.08169566083683592,0.17160020597792602,0.19005475971738767,0
15165,0.03,0.42000000000000004,0.09,3.25,0.03,0.36000000000000004,0.18194530809873735,0.67027938887452,0.694534775435431,0
15168,0.03,0.4,0.09,4.0,0.060000000000000005,0.41000000000000003,0.11844445995449793,0.1941158525855113,0.2273984483652266,0
15169,0.03,0.36,0.09,7.5,0.01,0.46,2.3968138176376192,5.577387877202612,6.070582509873766,0
15170,0.03,0.44000000000000006,0.09,5.5,0.01,0.31000000000000005,1.4302141735998084,3.4052523979288227,3.6934071635775254,0
15171,0.03,0.36,0.09,4.75,0.060000000000000005,0.11,1.0694043107667424,0.700225950455756,1.2782573925380436,0
15172,0.03,0.44000000000000006,0.09,3.0,0.09,0.31000000000000005,0.6888284009590918,0.36198222677363606,0.7781488922229854,0
15175,0.03,0.44000000000000006,0.09,2.25,0.060000000000000005,0.31000000000000005,0.6380887632451354,0.2813160708171506,0.6973492679279921,0
15176,0.03,0.4600000000000001,0.09,7.0,0.060000000000000005,0.26,0.06169717572624673,0.10359399994690832,0.1205747001555277,0
15177,0.03,0.4600000000000001,0.09,8.0,0.09,0.21000000000000002,0.42782518028531424,0.4620969433463071,0.6297364289416341,0
15178,0.03,0.38000000000000006,0.1,3.0,0.03999999999999998,0.22000000000000003,0.47183461310979186,0.23269525851063957,0.5260940842299981,0
15179,0.03,0.38,0.09,9.75,0.09,0.16000000000000003,0.904839650767072,0.6203859873095138,1.0970932352586433,0
15181,0.03,0.36000000000000004,0.1,3.5,0.03199999999999999,0.30000000000000004,0.12031884218211887,0.31523235240057434,0.33741378125981386,0
15182,0.03,0.36,0.09,2.25,0.02,0.26,0.10934143429067093,0.306046184423201,0.3249920249063676,0
15183,0.03,0.34,0.1,4.0,0.03399999999999999,0.32000000000000006,0.17410117890486718,0.38112675758860054,0.4190093386143851,0
15185,0.03,0.36,0.09,4.75,0.09999999999999999,0.1,1.3326193432861941,0.8429354308951151,1.5768368510276707,0
15186,0.03,0.44000000000000006,0.09,4.75,0.05,0.46,0.20570784550203208,0.6290653627472531,0.6618451090016614,0
15187,0.03,0.34,0.1,3.0,0.029999999999999992,0.24000000000000002,0.11480945263634178,0.022888558277008114,0.1170687683144245,0
15188,0.03,0.38,0.09,6.5,0.04,0.16000000000000003,0.5359584259477568,0.2819737496351981,0.6056076533761199,0
15189,0.03,0.38000000000000006,0.1,3.0,0.023999999999999997,0.26,0.11268745752498867,0.36836404432300374,0.38521491694046067,0
15191,0.03,0.42000000000000004,0.09,7.5,0.02,0.26,0.4966681006282071,1.1683976857930978,1.2695795974842607,0
15192,0.03,0.36,0.09,7.5,0.09,0.16000000000000003,0.9117634875472597,0.6413685644710589,1.114749430462294,0
15193,0.03,0.4600000000000001,0.09,1.5,0.060000000000000005,0.36000000000000004,,,,1
15194,0.03,0.44000000000000006,0.09,7.0,0.09999999999999999,0.26,0.3322428555661082,0.39409474016408813,0.515457058637984,0
15195,0.03,0.36,0.09,5.25,0.04,0.26,0.14495463804485675,0.09464807979210832,0.17311876298959836,0
15196,0.03,0.38,0.09,5.25,0.01,0.41000000000000003,1.9378271276178305,4.524770930732296,4.922268374655284,0
15197,0.03,0.4600000000000001,0.09,8.5,0.09,0.36000000000000004,0.19770098045054355,0.05843188891065117,0.20615519230126822,0
15198,0.03,0.42000000000000004,0.09,5.75,0.02,0.46,1.9923220248238176,2.500182017827235,3.1969136949352794,0
15199,0.03,0.4600000000000001,0.09,3.25,0.08,0.36000000000000004,0.03832574093228498,0.1628165171545361,0.16726649597675552,0
15200,0.03,0.4,0.09,8.0,0.060000000000000005,0.41000000000000003,0.16298991389440814,0.3747810382854679,0.4086888042137195,0
15201,0.03,0.4600000000000001,0.09,5.25,0.08,0.21000000000000002,0.4353042212835352,0.4476290728009819,0.6243889427944186,0
15203,0.03,0.44000000000000006,0.09,1.75,0.03,0.26,,,,1
15204,0.03,0.4600000000000001,0.09,1.75,0.04,0.31000000000000005,,,,1
15205,0.03,0.4600000000000001,0.09,4.25,0.08,0.46,0.37231355974129227,0.15379478572652142,0.40282778315788925,0
15206,0.03,0.42000000000000004,0.09,2.5,0.03,0.46,0.2637749240275677,0.8207566647815497,0.862101335881741,0
15207,0.03,0.4,0.09,3.0,0.09,0.21000000000000002,0.9218685984187603,0.5942882622375554,1.096822798533976,0
15208,0.03,0.4600000000000001,0.09,5.75,0.01,0.21000000000000002,0.8747376269130229,2.131126395813569,2.303663523796555,0
15209,0.03,0.44000000000000006,0.09,6.25,0.01,0.21000000000000002,0.9313735716806052,2.1678423947402936,2.359448532699626,0
15210,0.03,0.44000000000000006,0.09,7.0,0.01,0.41000000000000003,3.191202056509491,5.012450366796662,5.942089636236599,0
15211,0.03,0.38,0.09,1.5,0.05,0.46,,,,1
15212,0.03,0.36,0.09,10.0,0.03,0.26,0.6747827843852428,0.5425355542803929,0.8658386880713024,0
15213,0.03,0.36,0.09,2.0,0.05,0.46,0.2144719906387791,0.030937606161433984,0.21669187858237915,0
15214,0.03,0.36000000000000004,0.1,5.0,0.037999999999999985,0.3600000000000001,0.33235994697399446,0.5336475596074622,0.6286834276705219,0
15215,0.03,0.44000000000000006,0.09,4.25,0.08,0.26,0.6838771610439993,0.3543688733391615,0.7702371516547789,0
15217,0.03,0.38,0.09,9.75,0.09999999999999999,0.16000000000000003,0.9440276058044775,0.6531558151199454,1.1479549814108279,0
15219,0.03,0.4,0.09,10.0,0.02,0.46,1.4414486267405835,2.8033086862253795,3.152191893555812,0
15220,0.03,0.4600000000000001,0.09,4.0,0.08,0.11,1.0385673488067682,0.7552022520601134,1.2841154852754428,0
15221,0.03,0.38,0.09,4.25,0.06999999999999999,0.41000000000000003,0.15488205302391472,0.0770591541176863,0.17299295818684662,0
15222,0.03,0.4600000000000001,0.09,5.75,0.03,0.41000000000000003,1.4262639215018798,1.2921986303583513,1.9245794538230734,0
15223,0.03,0.4,0.09,1.5,0.09,0.11,,,,1
15224,0.03,0.42000000000000004,0.09,6.25,0.09,0.16000000000000003,1.0103429808225133,0.6277183902635004,1.1894634573505491,0
15225,0.03,0.38,0.09,9.0,0.04,0.21000000000000002,0.04638458784644277,0.009924609144277119,0.04743445853333877,0
15226,0.03,0.34,0.1,4.5,0.03399999999999999,0.30000000000000004,0.39966513036342227,0.34906414427246263,0.5306392307821557,0
15227,0.03,0.44000000000000006,0.09,8.75,0.02,0.36000000000000004,0.964889117988982,2.023558227916031,2.2418293672311957,0
15228,0.03,0.38,0.09,9.25,0.01,0.46,2.4072648836385313,5.873242037716478,6.347432256716036,0
15229,0.03,0.44000000000000006,0.09,1.5,0.09,0.16000000000000003,,,,1
15232,0.03,0.4,0.09,5.25,0.09999999999999999,0.41000000000000003,0.2904280156887447,0.1008211868441682,0.3074302262523456,0
15233,0.03,0.4600000000000001,0.09,7.5,0.04,0.21000000000000002,0.18803939693898655,0.01613631876647606,0.18873048398314213,0
15235,0.03,0.36,0.09,3.0,0.060000000000000005,0.16000000000000003,0.9423111310226705,0.6091314606196817,1.122047861709068,0
